,name,_step,runtime (secs),loss/val,_timestamp,loss/train,final/%rmse_train,_runtime,final/radius,final/%rmse_test,final/loss_train,final/mape_train,metrics/mape_val,train time,final/scaling,final/%rmse_val,final/loss_test,metrics/%rmse_val,final/loss_val,final/mape_val,final/mape_test,loss,seed,model,epochs,dropout,scaling,distance,batch_size,len_sequence,multiplicity,weight_decay,learning_rate,embedding_size,num_val_sequences,num_test_sequences,num_train_sequences
0,cnn_euclidean_128,143,3023,0.00010273028188620252,1683575723,3.800400207064858e-05,0.5970742654389933,3022,,0.8793189060910801,3.564976784495135e-05,0.05371999851333631,0.06094765032180632,2996.8319776058197,,0.8884278320984792,7.732017386092136e-05,1.0135594796863303,7.893040128472036e-05,0.05579350252419409,0.06078940573454703,mse,46,cnn,500,0,False,euclidean,128,2368,11,0,0.001,128,100,150,7000
1,cnn_euclidean_128,281,5916,7.274829055243784e-05,1683572687,2.871216323367296e-05,0.5452477267847784,5915,,0.8467745284337345,2.9729508356396833e-05,0.04821573232036906,0.057183736418232774,5891.983669519424,,0.8038283927193524,7.170271020041731e-05,0.8529260844436513,6.461400849417773e-05,0.05648774361369586,0.057901519508969865,mse,45,cnn,500,0,False,euclidean,128,2368,11,0,0.001,128,100,150,7000
2,cnn_euclidean_128,289,6034,8.847404631634356e-05,1683566759,3.523720073507639e-05,0.5993862016537957,6033,,0.8569195702784577,3.5926381873296474e-05,0.05272637275887,0.05441964222626253,6009.68554186821,,0.8233632360205058,7.343111499262165e-05,0.9406064337242414,6.779270184301592e-05,0.05480941656261983,0.060744989615025405,mse,44,cnn,500,0,False,euclidean,128,2368,11,0,0.001,128,100,150,7000
3,cnn_euclidean_128,193,3583,7.926274440839247e-05,1683560713,3.0849328204685545e-05,0.5517810386605506,3581,,0.812125066767713,3.04462314625316e-05,0.048806062970649114,0.05375951343413555,3557.71214222908,,0.8618290708349333,6.595471240724624e-05,0.890296267589573,7.427493473362046e-05,0.0548301734812934,0.0560104542547291,mse,43,cnn,500,0,False,euclidean,128,2368,11,0,0.001,128,100,150,7000
4,cnn_euclidean_64,239,4112,7.403123673290305e-05,1683557122,2.9182536982025576e-05,0.5633931719803419,4111,,0.7821852826678232,3.174118662340712e-05,0.04841462781367364,0.05164601412686435,4092.97677731514,,0.78962101523868,6.118138164221423e-05,0.8604140673704902,6.235013477065638e-05,0.04994192974735992,0.054468865254581375,mse,46,cnn,500,0,False,euclidean,128,2368,11,0,0.001,64,100,150,7000
5,cnn_euclidean_64,192,3245,0.00011543976557511612,1683553001,3.385961021341281e-05,0.6305586135778964,3244,,0.8870052145031497,3.97604165157279e-05,0.05274304927014685,0.05693227413025769,3225.304899454117,,0.9338288742131826,7.867782505557787e-05,1.0744289905578503,8.720363663142603e-05,0.05506696993804941,0.059695721566677094,mse,45,cnn,500,0,False,euclidean,128,2368,11,0,0.001,64,100,150,7000
6,cnn_euclidean_64,156,3134,0.00010911711215892938,1683549744,3.9163912332944825e-05,0.5945602402611769,3133,,0.8056558413002374,3.535018792994284e-05,0.049982536165745224,0.06233522325453132,3109.11678981781,,0.792652974768446,6.490813346211934e-05,1.0445913658408696,6.282987384092665e-05,0.04994620869105512,0.056604219430711714,mse,44,cnn,500,0,False,euclidean,128,2368,11,0,0.001,64,100,150,7000
7,cnn_euclidean_64,145,2933,9.753009302052434e-05,1683546597,3.8902930240675974e-05,0.5862865474134902,2933,,0.8132881244856529,3.437319156780307e-05,0.04958546538147834,0.058007029048120134,2908.2655091285706,,0.884232556623429,6.614375734293909e-05,0.987573253083154,7.818672141928057e-05,0.056171351082698266,0.05770453088235535,mse,43,cnn,500,0,False,euclidean,128,2368,11,0,0.001,64,100,150,7000
8,cnn_euclidean_32,164,3315,0.00010651065518484554,1683543649,4.3425099847478455e-05,0.6418839211639138,3314,,0.9323194315538436,4.120149682487615e-05,0.05138492868047256,0.05842740704916945,3290.0651621818542,,0.9293288703366588,8.69219522452882e-05,1.0320399952755976,8.636521492412107e-05,0.05646702080061942,0.05648395049091953,mse,46,cnn,500,0,False,euclidean,128,2368,11,0,0.001,32,100,150,7000
9,cnn_euclidean_32,126,2532,0.0001467913718814162,1683540321,4.444942757235568e-05,0.7114139704955045,2531,,0.950032397717434,5.061098374161785e-05,0.053521406278401226,0.06458886578679085,2507.0920763015747,,1.0431765665621948,9.025615567127368e-05,1.2115748919543363,0.00010882173490244896,0.061237404394631434,0.0627558246041571,mse,45,cnn,500,0,False,euclidean,128,2368,11,0,0.001,32,100,150,7000
10,cnn_euclidean_32,156,3143,0.00013703382035453964,1683537775,4.1733173875730825e-05,0.6989799417915427,3142,,0.9378589734365292,4.8857295902690835e-05,0.05402517143530505,0.06178472663642782,3118.545121908188,,1.015608238892013,8.795794540554206e-05,1.1706144555511846,0.0001031460094905336,0.06240888993396904,0.060890996195459256,mse,44,cnn,500,0,False,euclidean,128,2368,11,0,0.001,32,100,150,7000
11,cnn_euclidean_32,263,5350,8.320397895530355e-05,1683534619,4.0830986910876095e-05,0.6486231764837356,5350,,0.9665143264315028,4.207120250718511e-05,0.049581186019367986,0.05357295678119467,5325.749840497971,,0.8750092335993427,9.341499431973418e-05,0.9121621509101524,7.65641158884109e-05,0.05228350949106794,0.05857853465465625,mse,43,cnn,500,0,False,euclidean,128,2368,11,0,0.001,32,100,150,7000
12,cnn_euclidean_16,163,3303,0.00013712115017544346,1683529256,8.310317980010642e-05,0.929470330007872,3302,,1.1774907721505874,8.639150943649424e-05,0.06006232573653196,0.06579589301889593,3278.1281332969666,,1.160881828890374,0.00013864845184997866,1.1709874046096458,0.00013476466206478594,0.06469360349455265,0.0678214337991788,mse,46,cnn,400,0,False,euclidean,128,2368,11,0,0.001,16,100,150,7000
13,cnn_euclidean_16,204,4145,0.0001709163914472241,1683525939,8.271570659625077e-05,0.9628087883112582,4144,,1.2103204205090758,9.27000762849393e-05,0.061368181221283874,0.06747646592030622,4119.651383399963,,1.1953373854730642,0.0001464875520301266,1.307349958684453,0.00014288314651095808,0.06485793840704543,0.07083445206051171,mse,45,cnn,400,0,False,euclidean,128,2368,11,0,0.001,16,100,150,7000
14,cnn_euclidean_16,163,3308,0.00018515135490834112,1683521783,8.652434275484064e-05,0.9352358703921076,3308,,1.1713697090107704,8.746661332680832e-05,0.059770358752120625,0.07340950940293495,3283.33731508255,,1.1888990349047257,0.0001372106995187977,1.3607033288279309,0.00014134809151973877,0.06396896741606972,0.06880495795134196,mse,44,cnn,400,0,False,euclidean,128,2368,11,0,0.001,16,100,150,7000
15,cnn_euclidean_16,92,1833,0.00018561576246436815,1683518461,9.412034657895686e-05,1.057997254429656,1832,,1.2663672450080403,0.000111935819038069,0.06912764373770008,0.07120126182081724,1808.133901119232,,1.2753945611054485,0.00016036859992292544,1.3624087582820663,0.00016266312864973595,0.0754495070317779,0.07469089159429473,mse,43,cnn,400,0,False,euclidean,128,2368,11,0,0.001,16,100,150,7000
16,cnn_euclidean_8,185,3930,0.00036733370354267384,1683516615,0.0002548932483232302,1.6028273980253305,3929,,1.8051135041404696,0.0002569055667860651,0.09181889097334504,0.09858879260643565,3904.834171772003,,1.749501301889804,0.00032584347628302856,1.9165951673284416,0.0003060754805314119,0.09383584515915976,0.1010905881322737,mse,46,cnn,300,0,False,euclidean,128,2368,11,0,0.001,8,100,150,7000
17,cnn_euclidean_8,102,2007,0.0003518547789156061,1683512674,0.00026634717651479573,1.6715346021547788,2007,,1.889546432593186,0.00027940279262007346,0.09628402660496824,0.099215785445589,1983.1004090309143,,1.833675732767152,0.0003570385720925635,1.8757792485140836,0.0003362366692939152,0.09701085074983462,0.10176659154745288,mse,45,cnn,300,0,False,euclidean,128,2368,11,0,0.001,8,100,150,7000
18,cnn_euclidean_8,151,2745,0.0003174251719845948,1683510656,0.00026355021521932894,1.6307259520053357,2744,,1.8410153005479983,0.00026592671305437075,0.09286433281139894,0.09681575507828684,2720.765219449997,,1.7217826239832663,0.0003389337336851838,1.7816429832730092,0.0002964535404250703,0.0949333142903116,0.09998598257167228,mse,44,cnn,300,0,False,euclidean,128,2368,11,0,0.001,8,100,150,7000
19,cnn_euclidean_8,150,2800,0.0003210512695674117,1683507899,0.0002611091324481992,1.642107853656702,2799,,1.8806941034983384,0.000269651820304102,0.09476274808196278,0.09576242518846435,2779.843535423279,,1.7213219533624726,0.00035370103109334187,1.791790360414442,0.0002962949267127598,0.09539374354210768,0.10004892937288988,mse,43,cnn,300,0,False,euclidean,128,2368,11,0,0.001,8,100,150,7000
20,cnn_euclidean_6,204,3702,0.0005410836049769488,1683505088,0.0004236074168924484,2.101789735438808,3702,,2.2970732552103166,0.0004417520091995936,0.11656207552745744,0.12459303831211244,3681.779925823212,,2.2072613629751365,0.000527654553980252,2.32612038591503,0.0004872002724482856,0.12105269174383144,0.12395364798422094,mse,46,cnn,200,0,False,euclidean,128,2368,11,0,0.001,6,100,150,7000
21,cnn_euclidean_6,95,1879,0.0005164511095746561,1683501372,0.0004345937323750468,2.1750499204808293,1878,,2.2815954135480734,0.0004730842156583661,0.1207541788421668,0.1197894946764214,1853.9949300289152,,2.1963281150509517,0.0005205677631123604,2.2725560709796713,0.0004823857188963265,0.1174850390414999,0.12421711254706586,mse,45,cnn,200,0,False,euclidean,128,2368,11,0,0.001,6,100,150,7000
22,cnn_euclidean_6,154,3079,0.0004838538885991456,1683499479,0.0004269754105616458,2.069933861791123,3078,,2.2847446685683925,0.00042846261921895113,0.1162368651357564,0.1176289748663854,3054.214531183243,,2.1698739676837757,0.0005220058200551693,2.1996679035689586,0.0004708353035631731,0.11721271214461086,0.12217032993799888,mse,44,cnn,200,0,False,euclidean,128,2368,11,0,0.001,6,100,150,7000
23,cnn_euclidean_6,97,1512,0.0005642855585778527,1683496388,0.00043668479559483465,2.1395356015779887,1512,,2.328174448465609,0.0004577612590419685,0.11916138720976842,0.12271448505045188,1487.550101995468,,2.2327375227520148,0.0005420396262488142,2.375469550589636,0.0004985116845504804,0.12114048592369966,0.125651070715597,mse,43,cnn,200,0,False,euclidean,128,2368,11,0,0.001,6,100,150,7000
24,cnn_euclidean_4,102,1494,0.0008815013252509137,1683494866,0.000880494668632262,2.97477725615584,1494,,3.1712852925449613,0.000884929972374207,0.1639031961583472,0.16117726363919,1475.4048700332642,,2.9664159584016185,0.001005705040671198,2.9690087996685253,0.0008799623638259793,0.16170780148169006,0.16964655924296754,mse,46,cnn,100,0,False,euclidean,128,2368,11,0,0.001,4,100,150,7000
25,cnn_euclidean_4,104,2037,0.0009346466682230432,1683493361,0.0008935703553150517,3.0059566446031023,2036,,3.1226792906786134,0.000903577534923354,0.16346528058392662,0.16508315596315595,2018.0734567642212,,3.0102390623340356,0.0009751125952433086,3.0571991564552077,0.0009061539212401691,0.1619501121116407,0.16793380174327482,mse,45,cnn,100,0,False,euclidean,128,2368,11,0,0.001,4,100,150,7000
26,cnn_euclidean_4,104,2076,0.000937518725228129,1683491312,0.0008833273667539773,2.9769705270593763,2079,,3.205461728827651,0.0008862353518980181,0.16588874547976953,0.1587075760448822,2051.714611530304,,3.0099953142198883,0.0010274984894978751,3.0618927564957743,0.0009060071791625684,0.16202871882554257,0.17198882269379276,mse,44,cnn,100,0,False,euclidean,128,2368,11,0,0.001,4,100,150,7000
27,cnn_euclidean_4,104,2072,0.0008843953365159005,1683489216,0.0008825768119377363,2.953214059562619,2072,,3.0948723813520167,0.0008721473281598323,0.1625638411586935,0.1589840172336559,2048.1675901412964,,2.965292744170495,0.00095782350568555,2.973878505446886,0.0008792961058630184,0.15778493240024105,0.16311762959631765,mse,43,cnn,100,0,False,euclidean,128,2368,11,0,0.001,4,100,150,7000
28,cnn_euclidean_2,98,1950,0.0028003031712476954,1683487130,0.0027746731268556476,5.303005572503286,1950,,5.425083704240141,0.0028121868102000906,0.29227660584449766,0.2863570667998959,1925.8888490200045,,5.243405247452914,0.0029431533198011933,5.291789084277354,0.0027493298589016755,0.2864870354984746,0.29673963035246403,mse,46,cnn,100,0,False,euclidean,128,2368,11,0,0.001,2,100,150,7000
29,cnn_euclidean_2,104,2072,0.002743961559749688,1683485167,0.002758996484535081,5.288389751905526,2072,,5.338993970897109,0.0027967066168059387,0.29346654523502697,0.2886228570191547,2047.23463845253,,5.174859065202042,0.002850485662127568,5.238283649965596,0.002677916634470375,0.2864404047137559,0.2962616018427565,mse,45,cnn,100,0,False,euclidean,128,2368,11,0,0.001,2,100,150,7000
30,cnn_euclidean_2,104,2069,0.002680404091329135,1683483082,0.002735158143806961,5.284928581325541,2068,,5.420276043523182,0.0027930470109711605,0.2900758147208722,0.28275197851537454,2044.244221687317,,5.177038273206904,0.0029379392387991316,5.177261912757683,0.0026801725282249124,0.28213294326656996,0.2940936640258337,mse,44,cnn,100,0,False,euclidean,128,2368,11,0,0.001,2,100,150,7000
31,cnn_euclidean_2,104,2070,0.002721261327916926,1683481000,0.00271321314817609,5.252150334981438,2069,,5.4503487285132834,0.0027585083141245625,0.28759644750805646,0.2830792002003602,2045.2619955539703,,5.191867633934785,0.002970630126240636,5.216571026945695,0.002695548952829958,0.27869853147954654,0.2968383234005913,mse,43,cnn,100,0,False,euclidean,128,2368,11,0,0.001,2,100,150,7000
32,cnn_hyperbolic_128,130,2643,8.792271007104034e-05,1683478918,1.6558714847302656e-05,0.4469678881297424,2642,0.11182587593793868,0.6497254936138108,1.997802930191619e-05,0.03377438792934665,0.0425703841553192,2618.411191225052,1.117806911468506,0.8480350190456127,4.2214321705171006e-05,0.9376711047645668,7.191633935276927e-05,0.042779320454356645,0.03931217435105668,mse,46,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,128,100,150,7000
33,cnn_hyperbolic_128,154,3146,8.64280576257957e-05,1683476262,1.524842393871052e-05,0.43774179806695435,3146,0.11269636452198029,0.6583068659901756,1.9161788177489022e-05,0.03267251627495536,0.04299251105899762,3121.7872610092163,1.1091431379318235,0.8375538950271648,4.33367929809807e-05,0.9296669168352484,7.014965270751749e-05,0.04186642021166556,0.04040254299705994,mse,45,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,128,100,150,7000
34,cnn_hyperbolic_128,89,1795,9.80865172298056e-05,1683473102,1.8752347553687855e-05,0.5512103142512029,1795,0.10782240331172945,0.7071765291682529,3.0383281053690988e-05,0.04315184754249338,0.04436211318680734,1770.4280557632446,1.137576460838318,0.8890728497967335,5.000986434064568e-05,0.9903863752586948,7.90450532245685e-05,0.04586797854966587,0.04473702761950909,mse,44,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,128,100,150,7000
35,cnn_hyperbolic_128,200,4133,5.232765232894871e-05,1683471293,1.4452160666235602e-05,0.4059739277943737,4132,0.11416002362966536,0.6376997189759882,1.6481483004879138e-05,0.02993870735071696,0.03861057494324867,4108.455496549606,1.0996524095535278,0.692861342646876,4.066609315820543e-05,0.7233785477116992,4.800568401344318e-05,0.038745253031151464,0.0389314894241508,mse,43,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,128,100,150,7000
36,cnn_hyperbolic_64,97,1417,7.40547448742401e-05,1683467150,2.0099249928841947e-05,0.5584234768085555,1416,0.10971099883317947,0.6886759345540591,3.118367794509554e-05,0.04100132790788428,0.04174390660241397,1397.6597850322723,1.1271404027938845,0.7917884965002989,4.7427454283390655e-05,0.8605506659938164,6.26929023190204e-05,0.04525996820041628,0.044116910893045015,mse,46,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,64,100,150,7000
37,cnn_hyperbolic_64,99,1464,8.999789047238389e-05,1683465723,2.0657296562733666e-05,0.5529925195385487,1463,0.10909702628850936,0.7066935583788857,3.0580072666559214e-05,0.04025361089369693,0.04241701658777517,1446.7229726314545,1.138978362083435,0.8364895999241865,4.994157854542115e-05,0.948672179798606,6.997148507813255e-05,0.04595709277975439,0.04357960894837209,mse,45,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,64,100,150,7000
38,cnn_hyperbolic_64,120,1774,7.646721860363308e-05,1683464250,1.7579936823530225e-05,0.48399780180094654,1774,0.11232949793338776,0.7174738715937816,2.3425387214814832e-05,0.03494874131679535,0.041092230633954806,1755.674148797989,1.1121718883514404,0.7918933210596563,5.1476875641977025e-05,0.8744553653768331,6.270950319388918e-05,0.04241796672494724,0.04305397542031019,mse,44,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,64,100,150,7000
39,cnn_hyperbolic_64,127,2279,7.154493766126571e-05,1683462466,1.786517128975784e-05,0.47330927686539337,2279,0.11121739447116852,0.6985900757184055,2.240216715668416e-05,0.03468975324212731,0.04319577989403647,2260.5291368961334,1.1099618673324585,0.8149279092313156,4.880280938922475e-05,0.8458424064875544,6.641074972441232e-05,0.04375113127659066,0.04114152186085581,mse,43,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,64,100,150,7000
40,cnn_hyperbolic_32,96,1947,8.927598709976677e-05,1683460173,3.16190181716569e-05,0.6866713666877002,1947,0.10961037874221802,0.8231521105746167,4.715175658287541e-05,0.04666437545147809,0.04835039052698347,1922.4067449569704,1.10647714138031,0.855202910197197,6.775793971434461e-05,0.9448597096911624,7.313720176097551e-05,0.04824776520783251,0.048168887119298544,mse,46,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,32,100,150,7000
41,cnn_hyperbolic_32,183,3714,9.33000845940445e-05,1683458213,2.666000059300084e-05,0.5595346228227591,3713,0.119280606508255,0.7493276115152855,3.1307899413740734e-05,0.03687315311602184,0.04593688367292134,3689.0013258457184,1.0413247346878052,0.8408396578491714,5.614918693792027e-05,0.965919689177338,7.070113302119113e-05,0.04547578258797376,0.04188673066412842,mse,45,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,32,100,150,7000
42,cnn_hyperbolic_32,136,2010,9.147161124579872e-05,1683454489,2.9190768299899487e-05,0.5851753542635417,2009,0.11363939195871352,0.7530746192046971,3.4243019523746156e-05,0.03807434190809727,0.04470586642020881,1991.3466584682465,1.08691143989563,0.8148584286293435,5.671213820902995e-05,0.9564079215784378,6.639942587082829e-05,0.04365290213263396,0.04327958984596351,mse,44,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,32,100,150,7000
43,cnn_hyperbolic_32,97,1441,7.245866182869337e-05,1683452469,3.105910610923144e-05,0.642991468006757,1439,0.11049320548772812,0.7894208344225168,4.134380279294844e-05,0.04230319862899842,0.04315758046327215,1421.850265264511,1.11476731300354,0.8436587083638764,6.231852538203425e-05,0.8512265375838171,7.117600161982042e-05,0.04734401138743969,0.04791247085236863,mse,43,cnn,500,0,True,hyperbolic,128,2368,11,0,0.001,32,100,150,7000
44,cnn_hyperbolic_16,104,1552,0.0001349538794220096,1683451019,8.030802252938269e-05,0.95118576985958,1552,0.11136701703071594,1.1192659836781025,9.047543687833618e-05,0.05612638634094944,0.05952002941960036,1533.4612619876862,1.0678319931030271,1.0524784087534096,0.00012527563422189096,1.161696515540998,0.0001107710800892109,0.057800770924247874,0.059016004453436105,mse,46,cnn,400,0,True,hyperbolic,128,2368,11,0,0.001,16,100,150,7000
45,cnn_hyperbolic_16,101,2012,0.00015841239238995118,1683449456,8.083553218914728e-05,0.9477867242400174,2011,0.10933436453342438,1.060151154112924,8.982996746456226e-05,0.055025319187285066,0.06102702424381719,1992.3589017391205,1.072284460067749,1.1326359856785346,0.00011239204695669652,1.25861984884218,0.0001282864276053986,0.06185836664956025,0.05854934048165945,mse,45,cnn,400,0,True,hyperbolic,128,2368,11,0,0.001,16,100,150,7000
46,cnn_hyperbolic_16,94,1903,0.00013648947884300442,1683447432,7.907370155202466e-05,1.0011504604676544,1903,0.10893107950687408,1.088872991781382,0.00010023022444945966,0.05959074942361225,0.05637507791471,1878.7330451011655,1.0884217023849487,1.0844672043670007,0.00011856443922309377,1.1682871172918257,0.0001176069117347578,0.060003160783136736,0.06275709651793943,mse,44,cnn,400,0,True,hyperbolic,128,2368,11,0,0.001,16,100,150,7000
47,cnn_hyperbolic_16,179,3651,0.00012402362417138058,1683445516,7.519761156880405e-05,0.9029979656293982,3650,0.12717264890670776,1.056988239100219,8.154053259308317e-05,0.05079055951129306,0.05595015844311377,3626.2830860614777,0.9408794045448304,1.0327456121666097,0.0001117224137596182,1.1136589431750663,0.00010665634994493854,0.0539650990279636,0.05677681549183474,mse,43,cnn,400,0,True,hyperbolic,128,2368,11,0,0.001,16,100,150,7000
48,cnn_hyperbolic_8,216,4440,0.00012658888789839252,1683441851,9.396325311375564e-05,1.0436069276997912,4440,0.8826817870140076,1.0341152250766743,0.00010891154195429974,0.05780780683012752,0.061479145869462175,4415.342770814896,0.0470176599919796,1.0359222363037912,0.00010693942987353808,1.1251172734359407,0.00010731348796686476,0.05736325220026151,0.05765834222703972,mse,46,cnn,300,0,True,hyperbolic,128,2368,11,0,0.001,8,100,150,7000
49,cnn_hyperbolic_8,209,4321,0.0001691202974509015,1683437398,9.379858779342992e-05,1.0787519944881423,4321,0.8419628143310547,1.061780639831858,0.00011637058656121447,0.05729985594401112,0.06645426584915681,4296.771819829941,0.0515771359205246,1.1003120964580342,0.000112737812712175,1.300462600196182,0.00012106867096118742,0.06015015303185492,0.05811448047791818,mse,45,cnn,300,0,True,hyperbolic,128,2368,11,0,0.001,8,100,150,7000
50,cnn_hyperbolic_8,213,4210,0.000136506939001118,1683433064,9.174778164733296e-05,1.065286280628273,4210,0.8917532563209534,1.078865756528173,0.000113483485969482,0.05860888288431353,0.06654077116437633,4185.502557039261,0.04622753709554672,1.0931016109433531,0.0001163951320609107,1.1683618403607592,0.0001194871131846954,0.06436015558363212,0.059393491268291305,mse,44,cnn,300,0,True,hyperbolic,128,2368,11,0,0.001,8,100,150,7000
51,cnn_hyperbolic_8,212,4290,0.0001341054885003791,1683428841,9.236424750846496e-05,1.0619378851600778,4290,0.8793965578079224,1.0393305355693934,0.00011277120719382588,0.05701245476344189,0.06359918074625912,4266.043073415756,0.04751616716384888,1.0450557251350916,0.00010802079621669616,1.1580392415647196,0.00010921414686376324,0.058100173602802584,0.05733416139346108,mse,43,cnn,300,0,True,hyperbolic,128,2368,11,0,0.001,8,100,150,7000
52,cnn_hyperbolic_6,180,3696,0.00016025146643508864,1683424538,0.00012630877905077747,1.177340363989604,3697,0.9513118267059326,1.24803309135985,0.0001386130332679173,0.067669914232446,0.0706444692671901,3671.721749544144,0.03502006456255913,1.2021010064586146,0.00015575865971292235,1.265904682174328,0.00014450468297288145,0.0703143563881667,0.07070649429589043,mse,46,cnn,200,0,True,hyperbolic,128,2368,11,0,0.001,6,100,150,7000
53,cnn_hyperbolic_6,154,3144,0.00018315377091339817,1683420557,0.00013015550609856433,1.2062618497870683,3145,0.944336235523224,1.2065483563833876,0.00014550676502517195,0.06926878575264633,0.07690985905853184,3119.7169625759125,0.03556201979517937,1.1881448569202142,0.00014557589362914543,1.3533431601533965,0.00014116882010259562,0.07122403544608993,0.06962775531564516,mse,45,cnn,200,0,True,hyperbolic,128,2368,11,0,0.001,6,100,150,7000
54,cnn_hyperbolic_6,150,3064,0.00018483675036207783,1683415215,0.0001311270417116413,1.2328983540599776,3063,0.9321234822273254,1.2523490071217336,0.0001520038351443802,0.0684271042567569,0.07384525386673031,3039.7298254966736,0.03767915815114975,1.2477971851683356,0.00015683780356387918,1.3595468008203242,0.00015569978153140218,0.07053468042551869,0.07131911244368393,mse,43,cnn,200,0,True,hyperbolic,128,2368,11,0,0.001,6,100,150,7000
55,cnn_hyperbolic_4,104,1532,0.00021992313974264144,1683409205,0.00021221696580276376,1.4335190612735913,1531,0.9871243834495544,1.3862577205458106,0.00020549768990347185,0.09167096210067922,0.08768706996633549,1513.1717393398285,0.024556007236242294,1.459267530099548,0.00019217104677728668,1.4829805789107335,0.00021294617244028345,0.08726283617844485,0.09494831096272607,mse,46,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
56,cnn_hyperbolic_4,104,1558,0.00021434011295875252,1683407663,0.00020797168614354903,1.4469816906015218,1557,0.9861990809440612,1.459597421975965,0.0002093756012936038,0.08612956225794631,0.08421184925719945,1538.6160788536072,0.024517694488167763,1.448030306768972,0.0002130424634238884,1.4640359044734952,0.00020967917693214433,0.08649033966991637,0.09049540842406167,mse,45,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
57,cnn_hyperbolic_4,104,1549,0.00021055024042560935,1683406095,0.00020886008684862064,1.4429485535407558,1548,0.9877318739891052,1.4897143254812424,0.0002082100528165359,0.09096648841283538,0.09851290499020104,1530.4350366592407,0.024072423577308655,1.448236129907763,0.00022192487715440336,1.4510349424655815,0.00020973878879702152,0.09878447634102118,0.0898621949993524,mse,44,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
58,cnn_hyperbolic_4,104,1542,0.00021641611537867876,1683404537,0.0002190510968106206,1.4532597096556128,1541,0.9876519441604614,1.4185189898737267,0.00021119637837083163,0.09128317243944514,0.08302309960126877,1523.2749836444857,0.024149708449840546,1.4468553877954335,0.00020121961246323785,1.4711088177924798,0.00020933905131926745,0.08826230249019584,0.08562957267433205,mse,43,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,4,100,150,7000
59,cnn_hyperbolic_2,104,1543,0.0013843821751358307,1683402986,0.0012294488691107987,3.3868503401638836,1543,1.0048993825912476,3.2535546109551756,0.0011470755226668213,0.35418060791337647,0.28852010003244033,1526.04030919075,0.012352317571640016,3.366957580592387,0.0010585617606467682,3.720728658657913,0.0011336403349508542,0.29957743907215617,0.3078921771916234,mse,46,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,2,100,150,7000
60,cnn_hyperbolic_2,104,1856,0.001183735635743072,1683401431,0.0010669905677582925,2.845297948030818,1855,1.0213018655776978,2.764739765531019,0.0008095720413068382,0.30223419415486324,0.30597606515041503,1836.0385839939115,0.012464234605431557,2.9700836040894454,0.0007643785971108516,3.4405459388635866,0.0008821396615280949,0.26881658256655994,0.27021387646195605,mse,45,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,2,100,150,7000
61,cnn_hyperbolic_2,104,2328,0.001010070141461311,1683399560,0.0009657972046815148,3.0241471630708427,2327,1.0047626495361328,2.760559323421371,0.0009145466063909426,0.35090525147357543,0.23125744583028737,2300.1383459568024,0.012855860404670238,3.000315101800819,0.0007620687778128657,3.178160067493944,0.000900189071009406,0.28916570576754486,0.2845870595797063,mse,44,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,2,100,150,7000
62,cnn_hyperbolic_2,104,1955,0.0009985364112306877,1683397215,0.0009526939089349532,2.92867400312842,1954,1.0233067274093628,2.703494164073093,0.0008577131416600246,0.3131344718189983,0.2855915584106638,1926.68235039711,0.012560423463582993,2.9239347183188698,0.0007308880695177271,3.159962675777497,0.0008549394236990448,0.2460157855773213,0.25585344555127276,mse,43,cnn,100,0,True,hyperbolic,128,2368,11,0,0.001,2,100,150,7000
